CRD,name,owner type,title,date aquired,ownership code,control,public reporting,owner crd
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SARAH GLICKENHAUS 5 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,07/1997,NA,Y,N,1473860
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SETH GLICKENHAUS 2007 GRAT,07/1997,A,Y,N,1473860
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SETH GLICKENHAUS 2010 GRAT,07/1997,NA,Y,N,1473860
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SETH GLICKENHAUS 3 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,07/1997,NA,Y,N,1473860
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SETH GLICKENHAUS 4 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,07/1997,B,Y,N,1473860
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SETH GLICKENHAUS 5 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,07/1997,NA,Y,N,1473860
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SARAH GLICKENHAUS 2007 GRAT,04/1974,A,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,SARAH GLICKENHAUS 2010 GRAT,04/1974,B,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SARAH GLICKENHAUS 3 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,04/1974,B,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SARAH GLICKENHAUS 4 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,04/1974,B,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SARAH GLICKENHAUS 5 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,04/1974,B,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SETH GLICKENHAUS 2007 GRAT,04/1974,A,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SETH GLICKENHAUS 2010 GRAT,04/1974,B,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SETH GLICKENHAUS 3 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,04/1974,B,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SETH GLICKENHAUS 4 YR. GRANTOR RETAINED ANNUITY TRUST DTD 3/1/2001,04/1974,B,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SETH GLICKENHAUS 5 YR. GRANTOR RETAINED ANNUITY TRUST,04/1974,B,N,N,1473859
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SETH GLICKENHAUS 2012 GRAT,04/2012,NA,Y,N,1473860
2016,"GLICKENHAUS, JAMES MORRIS",I,TRUSTEE - SARAH GLICKENHAUS 2012 GRAT,04/2012,A,Y,N,1473860
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SETH GLICKENHAUS 2012 GRAT,04/2012,NA,N,N,1473859
2016,"PIER, NANCY GLICKENHAUS",I,TRUSTEE - SARAH GLICKENHAUS 2012 GRAT,04/2012,A,N,N,1473859
2016,SARAH GLICKENHAUS 2012 GRAT,DE,LIMITED PARTNER,04/2012,A,Y,N,
2016,SETH GLICKENHAUS 2012 GRAT,DE,LIMITED PARTNER,04/2012,NA,Y,N,
2078,"GRIFFITH, DAVID THOMAS",I,PRESIDENT,05/1973,NA,Y,N,230042
2078,"CUCHARALE, CATHERINE ANN",I,CHIEF COMPLIANCE OFFICER,10/2011,NA,Y,N,3054881
2078,MGL ASSOCIATES INC.,DE,SHAREHOLDER,03/2005,E,Y,N,
2078,"CUCHARALE, CATHERINE ANN",I,CHIEF OPERATING OFFICER,03/2005,NA,N,N,3054881
2078,"GRIFFITH, DAVID THOMAS",I,FINANCIAL AND OPERATIONS PRINCIPAL,07/1968,NA,Y,N,230042
2078,"GURTOWSKI, MARY LOURDES",I,CORPORATE SECRETARY,01/2015,NA,N,N,4649655
2078,"GRIFFITH, JANET NELSON",I,DIRECTOR,12/2015,NA,N,N,6886551
2078,"GURTOWSKI, MARY LOURDES",I,DIRECTOR,01/2015,NA,N,N,4649655
2078,"GRIFFITH, DAVID THOMAS",I,DIRECTOR,01/1973,NA,Y,N,230042
2078,"CUCHARALE, CATHERINE ANN",I,DIRECTOR,04/2012,NA,Y,N,3054881
2107,"ROBINSON, JAMES, BALDWIN",I,OWNER,07/2016,E,Y,N,1651804
2185,"HERZIG, MILTON THOMAS",I,PRESIDENT,04/2004,D,Y,N,843473
2185,"PESNER, ARTHUR STUART",I,"CHIEF FINANCIAL OFFICER, CHIEF COMPLIANCE OFFICER",01/1996,NA,Y,N,2574341
2185,"HERZIG, HELENE",I,BOARD OF DIRECTORS,12/1995,NA,N,N,
2185,"DESNICK, JULIE HERZIG",I,SHAREHOLDER,12/1995,B,N,N,
2185,"LANDESBERG, LYDIA BETH",I,SHAREHOLDER,12/1995,B,N,N,
2185,"SAMUEL A HERZIG TRUST, MILTON T. HERZIG AND JULIE HERZIG TRUSTEES",DE,SHAREHOLDER,12/1995,A,N,N,
2185,"EMILY P. HERZIG TRUST, MILTON T. HERZIG AND JULIE HERZIG TRUSTEES",DE,SHAREHOLDER,12/1995,A,N,N,
2225,"MILLER, JAMES PETER",I,NPH SVP OPERATIONS,02/2007,NA,Y,N,1955960
2225,"NATIONAL PLANNING HOLDINGS, INC",DE,SHAREHOLDER,09/2000,E,Y,N,
2225,"COLLINS, MAURA KATHRYN",I,SVP/CFO NATIONAL PLANNING HOLDINGS,03/2004,NA,Y,N,4761732
2225,"KALINOWSKI, DAWN MARIE",I,"SVP, COO",11/2004,NA,Y,N,2770565
2225,"KINART, TODD MICHAEL",I,SII PRESIDENT & CEO/DIRECTOR,02/2007,NA,Y,N,2723511
2225,"GUNDERSON, GERRY A",I,NPH GENERAL COUNSEL & SVP OF REGULATORY AFFAIRS,07/2006,NA,Y,N,2448501
2225,"LAMBRECHTS, VANESSA MARIE RODRIGUEZ",I,"VP, FINOP & CONTROLLER",04/2013,NA,Y,N,4800775
2225,"COLEMAN, CAREN LESLIE",I,"VP, NPH PRODUCT AND SPONSOR RELATIONS",01/2010,NA,Y,N,4298287
2225,"DOWDEN, STEVEN HOWARD",I,PRESIDENT AND CEO OF NPH,02/2018,NA,Y,N,2666894
2225,"HARRIS, BRADLEY OLAN",I,DIRECTOR,02/2017,NA,Y,N,6589930
2225,"MCCALLOP, PATRICIA ANN",I,NPH AND SII SVP & CHIEF COMPLIANCE OFFICER,06/2018,NA,N,N,5059176
2288,"BOUCHER, THOMAS ONEIL JR",I,MANAGING DIRECTOR,01/1996,A,Y,N,730430
2288,"DOUGHERTY, JOHN JOSEPH",I,MANAGING DIRECTOR,01/1996,A,Y,N,1960029
2288,"STOLBA, FRANK",I,CHIEF FINANCIAL OFFICER,02/2011,A,Y,N,3087097
2288,"STOLBA, FRANK",I,CHIEF OPERATING OFFICER,02/2011,A,Y,N,3087097
2288,"RIEGEL, GUY RICHARDS",I,MANAGING DIRECTOR,07/2011,A,Y,N,1050269
2288,"LANE-ZUCKER, KEITH SIMON",I,MANAGING DIRECTOR,07/2011,A,Y,N,4050531
2288,"STOLBA, FRANK",I,MANAGING DIRECTOR,07/2011,A,Y,N,3087097
2288,"CASE, ROBERT ANTHONY",I,CHIEF EXECUTIVE OFFICER,07/2011,A,Y,N,1367765
2288,"CASE, ROBERT ANTHONY",I,SENIOR MANAGING DIRECTOR,09/2011,A,Y,N,1367765
2288,"GARRISON, APHRODITE MAVRICOS",I,MANAGING DIRECTOR,03/2012,A,Y,N,1763811
2288,"WESTON, CHRISTINE ELIZABETH",I,MANAGING DIRECTOR,01/2013,A,Y,N,1136404
2288,"MEEHAN, SEAN PATRICK",I,MANAGING DIRECTOR,01/2014,A,Y,N,5033839
2288,"PARK, CHRISTIAN CHIHONG",I,CHIEF COMPLIANCE OFFICER,01/2016,NA,N,N,3106787
2288,"THATCHER, JAMES EDWIN",I,MANAGING DIRECTOR,01/2017,A,Y,N,5872101
2288,"PARK, CHRISTIAN CHIHONG",I,SENIOR DIRECTOR,01/2020,NA,N,N,3106787
2288,"JANOVIC, ADAM DAVID",I,MANAGING DIRECTOR,01/2023,A,Y,N,1521203
2440,"BAIRD, SHEILA MAUREEN",I,MEMBER AND CHIEF COMPLIANCE OFFICER,04/1995,B,Y,N,10504
2440,"KIMELMAN, SCOTT CHARLES",I,MEMBER,04/2013,D,Y,N,1624106
2440,"VYAS, SAPAN ""NMN""",I,"MEMBER, FINOP",01/2016,B,N,N,4576123
2440,"MOCK, YASMEEN SOLLEE",I,MEMBER,01/2016,B,N,N,4846801
2440,"MOCK, YASMEEN SOLLEE",I,PRINCIPAL OPERATING OFFICER,10/2018,B,N,N,4846801
2440,"MOCK, YASMEEN SOLLEE",I,CO-CCO,06/2022,B,N,N,4846801
2498,"HACKEL, HENRY",I,"PRESIDENT, CHIEF COMPLIANCE OFFICER OF BROKER DEALER",10/1980,E,Y,N,232894
2498,"HACKEL, ROBERT MATTHEW",I,"VICE PRESIDENT, CHIEF COMPLIANCE OFFICER OF RIA",03/2010,NA,Y,N,2626413
2525,DB U.S. FINANCIAL MARKETS HOLDING CORPORATION,DE,STOCKHOLDER,12/1987,E,Y,N,
2525,"STUCCHIO, ANTHONY",I,CHIEF OPERATIONS OFFICER,04/2009,NA,Y,N,2198592
2525,"MASSARO, TIBERIO",I,DIRECTOR/CHIEF FINANCIAL OFFICER/FINOP,02/2015,NA,Y,N,1847137
2525,"STUCCHIO, ANTHONY",I,DIRECTOR,08/2016,NA,Y,N,2198592
2525,"GREEN, CHARLES ERWIN JR",I,DIRECTOR,06/2018,NA,Y,N,2939574
2525,"DAVIES, JAMES EDWARD TERRIS",I,CHIEF EXECUTIVE OFFICER & PRESIDENT,06/2019,NA,Y,N,6122252
2525,"MONTEIRO, JASON ANTHONY",I,CHIEF COMPLIANCE OFFICER FOR INVESTMENT ADVISER,01/2022,NA,N,N,2713848
2525,"BANKS, JONATHAN DOMINIC",I,CHIEF COMPLIANCE OFFICER,03/2022,NA,N,N,6312243
2525,"FARRY, JOHN LEO",I,GENERAL COUNSEL,12/2023,NA,N,N,4245386
2543,"B. RILEY WEALTH MANAGEMENT HOLDINGS, INC.",DE,DIRECT OWNER,12/1997,E,Y,N,
2543,"ZANONE, PHILIP RICHARD JR",I,CHIEF OPERATING OFFICER,12/1997,NA,Y,N,2135221
2543,"BONNEMA, STEPHEN JOSEPH",I,CHIEF ADMINISTRATIVE OFFICER,07/2002,NA,Y,N,2229865
2543,"SWAIN, MARY ANN NELL",I,CHIEF FINANCIAL OFFICER,02/2019,NA,Y,N,6484916
2543,"HASTINGS, CHARLES PETER",I,CHIEF EXECUTIVE OFFICER,08/2020,NA,Y,N,4249390
2543,"MARKUNAS, MICHAEL",I,CHIEF COMPLIANCE OFFICER,12/2019,NA,Y,N,1832307
2655,"ARRINGTON, NELSON BATTLE JR",I,"CHAIRMAN OF THE BOARD, MUNI PRINCIPAL, CHIEF COMPLIANCE OFFICER OF B-D",10/1999,E,Y,N,7784
2655,"ARRINGTON, NELSON BATTLE III",I,PRESIDENT/DIRECTOR/CEO/CCO OF IA,10/1999,NA,Y,N,2393329
2655,"WYNKOOP, HELEN ARRINGTON",I,TREASURER/CFO/DIRECTOR/FINOP,10/1999,NA,Y,N,1629145
2682,"DENNIS, PATRICIA, DIAZ",I,DIRECTOR,03/1996,NA,Y,N,4343850
2682,"RACICOT, MARC",I,DIRECTOR,08/2001,NA,Y,N,4482112
2682,"DEGRAFFENREIDT, JAMES, H.",I,LEAD DIRECTOR,02/2002,NA,Y,N,4516377
2682,"ESSNER, ROBERT, ALAN",I,DIRECTOR,06/2002,NA,Y,N,4631264
2682,"CRANDALL, ROGER, WILLIAM",I,"CHAIRMAN, PRESIDENT AND CHIEF EXECUTIVE OFFICER AND DIRECTOR",06/2005,NA,Y,N,4486307
2682,"ROELLIG, MARK, DOUGLAS",I,EXECUTIVE VICE PRESIDENT & GENERAL COUNSEL,12/2005,NA,Y,N,5124825
2682,"SARSYNSKI, ELAINE, ANNE",I,EXECUTIVE VICE PRESIDENT,09/2005,NA,Y,N,1914019
2682,"ROLLINGS, MICHAEL, THOMAS",I,EXECUTIVE VICE PRESIDENT AND CHIEF FINANCIAL OFFICER,04/2006,NA,Y,N,1592402
2682,"BARRY, THOMAS, CORCORAN",I,DIRECTOR,06/2007,NA,Y,N,728784
2682,"SPITZ, WILLIAM, TAYLOR",I,DIRECTOR,12/2007,NA,Y,N,854043
2682,"CORBET, KATHLEEN, ANN",I,DIRECTOR,02/2008,NA,Y,N,2198643
2682,"LEBOEUF, RAYMOND, WALTER",I,DIRECTOR,02/2008,NA,Y,N,5491144
2682,"LUCIDO, BRADLEY, J.",I,SENIOR VICE PRESIDENT,07/2008,NA,Y,N,5569084
2682,"WELLMAN, PHILIP, SMITH",I,"VICE PRESIDENT, ASSOCIATE GENERAL COUNSEL, AND CHIEF COMPLIANCE OFFICER - MUTUAL FUNDS AND INVESTMENT ADVISORY ACTIVITIES",11/2008,NA,Y,N,4193067
2682,"FANNING, MICHAEL, ROBERT",I,EXECUTIVE VICE PRESIDENT,12/2008,NA,Y,N,1620072
2682,"MINEHAN, CATHY, E.",I,DIRECTOR,10/2009,NA,Y,N,5733142
2682,"CASALE, ROBERT",I,EXECUTIVE VICE PRESIDENT AND CHIEF INFORMATION OFFICER,04/2010,NA,Y,N,5774916
2682,"PALERMINO, DEBRA",I,EXECUTIVE VICE PRESIDENT,04/2010,NA,Y,N,5774933
2682,"CONDE, CRISTOBAL, I.",I,DIRECTOR,04/2011,NA,Y,N,4395524
2682,"STITZER, H., TODD",I,DIRECTOR,04/2011,NA,Y,N,5922579
2682,"CORBETT, M., TIMOTHY",I,EXECUTIVE VICE PRESIDENT AND CHIEF INVESTMENT OFFICER,05/2011,NA,Y,N,4633377
2682,"CHICARES, ELIZABETH, WARD",I,EXECUTIVE VICE PRESIDENT AND CHIEF ENTERPRISE RISK OFFICER,10/2011,NA,Y,N,2194754
2682,"SEN, LAURA, JEANNE",I,DIRECTOR,10/2012,NA,Y,N,6140458
2733,"MCKELVEY, ROBERT, GOULD",I,PRESIDENT,02/1976,C,Y,N,820698
2733,"LOONEY, RICHARD",I,VICE-PRESIDENT / TREASURER,11/1999,C,Y,N,1778012
2733,"GIUNCO, ROBERT, AUGUSTUS",I,VICE-PRESIDENT / SECRETARY / CHIEF COMPLIANCE OFFICER,11/1999,C,Y,N,1411809
2748,"MEANS, PAUL, BANWELL",I,CHAIRMAN,09/2021,C,Y,N,330815
2748,"MEANS, ZACHARY, PAUL",I,PRESIDENT,09/2021,E,Y,N,5002275
2748,"barry, erin, leigh",I,CHIEF EXECUTIVE OFFICER,09/2021,NA,Y,N,7121420
2748,"Hatch, Dawn, Ann",I,CHIEF COMPLIANCE OFFICER & OPERATIONS MANAGER,03/2021,NA,Y,N,7354127
2827,"YOUNG, GLEN EDWARD",I,"PRESIDENT, TREASURER, CCO, DIRECTOR, TRUSTEE",12/2019,NA,Y,N,1173732
2827,"YOUNG, STEVEN JOSEPH",I,"VICE PRESIDENT, SECRETARY",12/2019,NA,N,N,1392432
2827,DONALD G YOUNG IRREVOCABLE TRUST,DE,OWNER,12/2019,E,Y,N,
2881,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,DE,SOLE MEMBER,04/1968,E,Y,N,
2881,"GEHRKE, DON P",I,VICE PRESIDENT AND CHIEF OPERATIONS OFFICER,10/2018,NA,Y,N,4045483
2881,"EULL, BRADLEY LEAHY",I,SECRETARY,12/2018,NA,N,N,2969269
2881,"VILLEGAS, REBECCA LYNN",I,VICE PRESIDENT AND CHIEF COMPLIANCE OFFICER,05/2019,NA,Y,N,4791611
2881,"SCHNEIDER, SARAH RENEE",I,PRESIDENT AND CEO,04/2021,NA,Y,N,4663094
2881,"DOLL, QUENTIN MICHAEL",I,VICE PRESIDENT - RISK PRODUCTS,08/2021,NA,Y,N,6776231
2881,"WARD, JARED A",I,TREASURER/FINOP,01/2022,NA,Y,N,7451586
2881,"BENTLEY, JOHN EMERSON",I,VICE PRESIDENT - WEALTH,12/2022,NA,Y,N,6613753
2881,"SCHULTZ, DEBORAH ALLISON",I,VICE PRESIDENT AND CHIEF RISK OFFICER,02/2023,NA,Y,N,7440134
2882,VOYA HOLDINGS INC.,DE,100% SHAREHOLDER,12/2012,E,Y,N,
2882,"HULTGREN, KRISTIN HENDERSON",I,CHIEF FINANCIAL OFFICER,03/2010,NA,Y,N,5506534
2882,"WHITE, MICHELE",I,"SVP, PARTICIPANT SERVICE AND SALES SOLUTIONS",05/2019,NA,Y,N,4924438
2882,"HOGENDORN, SHANNON DANIEL",I,"AVP, ACCOUNT SERVICES",03/2021,NA,Y,N,3221945
2882,"ROBINSON, ANDRE DAVID",I,PRESIDENT,06/2021,NA,Y,N,3161714
2882,"REILLY, JONATHAN FRANCIS",I,HEAD OF SALES,06/2021,NA,Y,N,2039032
2882,"PAASCH, STEPHAN ANTHONY",I,CHIEF COMPLIANCE OFFICER,09/2022,NA,Y,N,2968516
2903,"NELSON, MARTIN OLIVER JR",I,PRESIDENT/CCO,10/1970,E,Y,N,346215
2903,"NELSON, VICKI ANN",I,DIRECTOR,02/1999,NA,N,N,3203773
2903,"ROEBKE, FREDERIC LOUIS",I,VICE PRESIDENT,12/2003,NA,N,N,3257470
2903,"KOENIG, SABINE ERIKA REGINA",I,SECRETARY/TREASURER,10/2004,NA,N,N,3257471
2907,"NESTLERODE, DANIEL JARED",I,OWNER,09/1965,B,Y,N,346594
2907,"LOY, JUDY LYNNE",I,CEO,07/1996,E,Y,N,2249019
2907,"SHARER, JODY MARIE",I,CHIEF COMPLIANCE OFFICER,06/2009,NA,Y,N,4494606
2907,"ANDERSON, BRIAN LEE",I,CFO,01/2010,NA,Y,N,4525228
2908,"CETRON, BRAD ELLIOT",I,"CHIEF COMPLIANCE OFFICER, MANAGING DIRECTOR",05/2004,NA,N,N,4040222
2908,"AMATO, JOSEPH VINCENT",I,"PRESIDENT, CHIEF EXECUTIVE OFFICER",07/2007,NA,Y,N,2210305
2908,NEUBERGER BERMAN INVESTMENT ADVISERS LLC,DE,MEMBER,01/2016,E,Y,N,124687
2908,"HENTON, LORIN FRED",I,"SENIOR VICE PRESIDENT, BRANCH OFFICE MANAGER, TEXAS",01/2019,NA,N,N,3014463
2908,"CHINNI, MICHAEL",I,SENIOR VICE PRESIDENT AND CHIEF FINANCIAL OFFICER,09/2019,NA,N,N,5721816
2950,"DORN, RUSSELL LAWRENCE",I,TRUSTEE/PRESIDENT,01/2010,NA,Y,N,70588
2950,"DORN, MATTHEW LAWRENCE",I,PRINCIPAL/POO/CCO,07/2015,C,Y,N,2658460
2950,RUSSELL LAWRENCE DORN REVOCABLE TRUST,DE,TRUST,01/2010,D,Y,N,
2993,"ROBBINS, PETER, ELIOT",I,"MANAGING DIRECTOR, CHIEF EXECUTIVE OFFICER, CHIEF INVESTMENT OFFICER & BOARD MEMBER",07/1993,B,Y,N,1022085
2993,"PIERCE, THOMAS, MADIGAN",I,MANAGING DIRECTOR,01/2015,B,Y,N,819198
2993,"CURRIE, MICHAEL, ROBERT",I,"MANAGING DIRECTOR, PRESIDENT & BOARD MEMBER",04/1998,B,Y,N,2880899
2993,"WEICKERT, WILLIAM, NELSON",I,MANAGING DIRECTOR,01/2000,A,Y,N,1046321
2993,"BELIVEAU, JOHN, SEVERIN",I,"MANAGING DIRECTOR, BOARD MEMBER",01/2015,B,Y,N,2044870
2993,"HARRIS, JOEL SHOREY",I,MANAGING DIRECTOR,01/2008,NA,Y,N,1028770
2993,"HINES, DAVID, REED",I,MANAGING DIRECTOR & DIRECTOR OF RESEARCH,06/2009,NA,Y,N,4711307
2993,"LAY, DANIEL, MICHAEL",I,"MANAGING DIRECTOR, BOARD MEMBER",01/2015,B,Y,N,1263172
2993,"BLACKBURN, DEREK, RICHARD",I,"CHIEF COMPLIANCE OFFICER, MANAGING DIRECTOR",09/2015,NA,Y,N,4281805
2993,"REINFRIED, MARGARET, C",I,"MANAGING DIRECTOR, BOARD MEMBER",11/2021,NA,Y,N,6233867
2997,"PECAUT, DANIEL, SCOTT",I,CHAIRMAN AND CHIEF INVESTMENT OFFICER,08/2018,NA,Y,N,870480
2997,"WRENN, COREY, JOHN",I,CHIEF EXECUTIVE OFFICER AND PRESIDENT,08/2018,NA,Y,N,2263802
2997,"PECAUT, JOHN, CHRISTIAN",I,"CHIEF OPERATING OFFICER, CHIEF COMPLIANCE OFFICER AND VICE PRESIDENT",08/2018,D,Y,N,6710546
2997,"GALLAGHER, MICHAEL, WILLIAM",I,VICE PRESIDENT & FINANCIAL ADVISOR,04/2021,D,Y,N,5214525
3001,"MCCABE, EDWARD ANTHONY",I,FINOP,04/2011,NA,N,N,1252538
3001,"CCIG ACQUISITION COMPANY, LLC",DE,OWNER,05/2012,E,Y,N,
3001,"SCHUYLER, KENNETH RAYMOND",I,PRESIDENT,07/2014,NA,Y,N,
3001,"BUITER, JAMES ROBERT",I,CCO,08/2014,NA,Y,N,2768296
3023,"COLLINS, LEONARD GEORGE",I,EXECUTIVE VP/DIRECTOR/COMPLIANCE OFFICER,12/2019,NA,Y,N,51271
3023,"NEYS, PATRICIA MABEL",I,SECRETARY-TREASURER/DIRECTOR/FINOP/CFO/COO/PRINCIPAL FINANCIAL OFFICER/PRINCIPAL OPERATIONS OFFICER,05/2019,NA,Y,N,728804
3023,"SEMONIAN, MARK HUGH",I,VICE PRESIDENT OPERATIONS/EQUITY TRADER,07/1999,NA,N,N,1440785
3023,"RUBY, JOSEPH BENJAMIN",I,"PRESIDENT, DIRECTOR, CEO, CCO, COMPLIANCE OFFICER, TRUSTEE OF JOSEPH B. RUBY SEPARATE PROPERTY TRUST UAD 8/7/19",12/2019,NA,Y,N,4009139
3023,JOSEPH B RUBY SEPARATE PROPERTY TRUST UAD 8/7/2019,DE,OWNER - LIVING TRUST,12/2019,E,Y,N,
3046,"MACALLASTER, DAVID, STARRATT",I,DIRECTOR/CEO/PRESIDENT/SECRETARY/TREASURER/ CCO,06/2013,E,Y,N,1283172
3046,"Ramsay, Peter, K",I,COO,09/2018,NA,N,N,7021827
3050,"STEEL, GEORGE DONALD",I,CEO/PRESIDENT/CO-CCO/DIRECTOR/TREASURER,03/2003,E,Y,N,716992
3050,"ROHN, THOMAS ADAM",I,EXECUTIVE VICE PRESIDENT/CHIEF FINANCIAL OFFICER/DIRECTOR,03/2003,NA,Y,N,1306805
3050,ALISON FISHER STEEL,I,OWNER'S SPOUSE,10/2004,NA,N,N,
3050,"STEEL, ERIC RICHARD",I,VICE PRESIDENT/ASSISTANT COMPLIANCE OFFICER,10/2012,NA,Y,N,5798472
3050,"ROHN, THOMAS ADAM II",I,SECRETARY,09/2015,NA,N,N,2746445
3063,"WHALEN, RICHARD EDWARD",I,EXECUTIVE DIRECTOR,01/1996,C,N,N,807493
3063,"MOFFATT, LEE DAVID",I,PRESIDENT / CCO,10/2012,D,Y,N,2267891
3063,"WHALEN, ANDREW JAMES",I,SECRETARY,12/2022,A,N,N,6400127
3063,"BRANT, DAVID ROBERT",I,"FINOP, PFO, POO",01/2023,NA,N,N,2718478
3140,"PASS, DAVID, MARC",I,"VICE PRESIDENT, SECRETARY, CHIEF OPERATING OFFICER, CFO",07/2019,B,Y,N,1041996
3140,"BARTLETT, JOHN, PRENTISS",I,PRESIDENT,07/2019,NA,Y,N,2248307
3140,"PORTER, TIMOTHY, OTTAVIANO",I,VICE PRESIDENT,06/2007,B,Y,N,2512256
3140,"RHAME, JOSEPH, BURNS",I,CEO,05/2010,B,Y,N,4676211
3140,"WEEKS, BRIAN, WALLACE",I,VICE PRESIDENT,03/2015,B,Y,N,4679843
3140,JOHN BARTLETT GST - EXEMPT TRUST,DE,SHAREHOLDER,12/2021,B,N,N,
3140,"GAVLICK, STEPHEN",I,CHIEF COMPLIANCE OFFICER,07/2022,NA,N,N,2909207
3215,"ROMANO, RICHARD CONSTANTINO",I,CHAIRMAN,10/2002,C,Y,N,403390
3215,"ROMANO, JOSEPH RICHARDVIKTORY",I,PRESIDENT,09/2002,D,Y,N,2659164
3215,"GEISSER, DOUGLAS NORMAN",I,VICE PRESIDENT,04/1990,NA,N,N,1137506
3215,"BEDERMAN, ERIC ARTHUR",I,CFO/CCO,08/2016,NA,N,N,2074318
3254,"BOURNE, PETER CLARK",I,DIRECTOR,01/1998,NA,N,N,
3254,"HOLLY, WAYNE FOSTER",I,"EXECUTIVE CHAIRMAN, SHAREHOLDER, DIRECTOR",05/2022,C,Y,N,1019229
3254,"BURKE, JAMES PAUL",I,"SECRETARY, VICE PRESIDENT, SHAREHOLDER",10/1996,NA,Y,N,2226672
3254,"HOLLY, AUDREY WELLER",I,SHAREHOLDER,10/1999,B,N,N,
3254,"WEHNER, SANDRA JEAN",I,"SHAREHOLDER, DIRECTOR",03/2005,NA,N,N,1472675
3254,"PARKER, DOUGLAS EVANS III",I,"DIRECTOR, SHAREHOLDER, FINANCIAL ADVISOR, SENIOR VICE PRESIDENT",06/2006,B,N,N,1772713
3254,"FALVEY, ROBERT JOHN",I,"SHAREHOLDER (10/1996), DIRECTOR",06/2006,NA,Y,N,1926374
3254,"DIPASQUALE, SEBASTIAN ANTHONY",I,SHAREHOLDER,02/1987,NA,N,N,
3254,RALPH JOSEPH DANDREA,I,DIRECTOR,03/2009,NA,N,N,
3254,"LACEY, MATTHEW JAMES",I,"CONTROLLER,TREASURER, FINOP",05/2009,NA,Y,N,5299622
3254,"LOHWATER, ROBERT LAWRENCE",I,CHIEF COMPLIANCE OFFICER,03/2014,NA,Y,N,1232267
3254,"EHRLICH, CURT ALLEN",I,"SENIOR VICE PRESIDENT, FINANCIAL ADVISOR, SHAREHOLDER",04/2003,NA,N,N,4659166
3254,"NUGENT, KIM LISBETH",I,"SENIOR VICE PRESIDENT, FINANCIAL ADVISOR, SHAREHOLDER",07/2010,B,N,N,4759283
3254,"FROOD, LAURA SUZANNE",I,"FINANCIAL ADVISOR, SHAREHOLDER",08/2001,NA,N,N,4211953
3254,"HOLLY, TREVOR WILLIAM",I,"PRESIDENT, CEO, SHAREHOLDER",05/2022,NA,Y,N,6215542
3254,"HOLLY, CONNOR B",I,"FINANCIAL ADVISOR, SHAREHOLDER, FIRST VICE PRESIDENT",08/2021,NA,N,N,5887021
3254,"HOLLY, JESSICA LAUREN",I,SHAREHOLDER,10/2022,NA,N,N,7656552
3254,"HOLLY, JARED FOSTER",I,SHAREHOLDER,10/2022,NA,N,N,7648569
3254,"HOLLY, SEAN TYLER",I,SHAREHOLDER,10/2022,NA,N,N,7656542
3254,"HOLLY, SHANE ALEXANDER",I,SHAREHOLDER,10/2022,NA,N,N,7656553
3394,"SHERR, GARY, HYMAN",I,MEMBER/CHIEF EXECUTIVE OFFICER,01/2001,D,Y,N,1391071
3394,"SHERR, EDWARD, LAURENCE",I,MEMBER/PRESIDENT/CHIEF COMPLIANCE OFFICER,01/2001,D,Y,N,1919845
3403,"GLASS, STEVEN, JEFFREY",I,PRINCIPAL AND SENIOR FINANCIAL ADVISOR,01/1997,B,Y,N,1756153
3403,"LEIT, STEPHEN, DAVID",I,PRINCIPAL AND SENIOR FINANCIAL ADVISOR,01/1989,C,Y,N,818707
3403,"CONTANT, JOHN, MARINUS",I,PRINCIPAL AND SENIOR FINANCIAL ADVISOR,01/2004,B,Y,N,2810876
